Address,Latitude,Longitude,Price,Postcode,Postcode District,Crime Rate,Income
"Levett Gardens, Ilford, IG3",51.5542253,0.1025222,524999.0,IG3 9BQ,IG3 9,13.0,36500.0
"Bernards Close, Ilford, IG6 2SR",51.6037662,0.0858617,230000.0,IG6 2SU,IG6 2,13.0,65000.0
"Hampton Road, Ilford",51.5527607,0.0813503,650000.0,IG1 1HZ,IG1 1,25.0,58500.0
"Crownhill Road, Woodford Green",51.6013378,0.0535898,625000.0,IG8 8JF,IG8 8,17.0,60000.0
"Eastern Avenue, Ilford",51.5743289,0.0877266,210000.0,IG2 7HY,IG2 7,18.0,54500.0
"The Drive, South Woodford, London, E18",51.5896931,0.0217106,400000.0,E18 2ED,E18 2,22.0,57000.0
"De Vere Gardens, Ilford, IG1",51.5639535,0.0598744,485000.0,IG1 3EB,IG1 3,20.0,51800.0
"Woodlands Avenue, Aldersbrook",51.5655278,0.0290272,1300000.0,E11 3QY,E11 3,14.0,40300.0
"Hermon Hill, Wanstead",51.5827182,0.024917,725000.0,E11 2AR,E11 2,17.0,57000.0
"Ingatestone Road, Woodford Green, IG8",51.6027887,0.0285028,900000.0,IG8 9AL,IG8 9,13.0,57000.0
"Victory Road, London, Wanstead, E11",51.5847529,0.0272161,370000.0,E11 1UL,E11 1,37.0,57000.0
"Vernon Road, Sevenkings, Ilford, IG3",51.5639484,0.1023786,450000.0,IG3 8DL,IG3 8,14.0,60000.0
"Kesteven Close, Hainault, Essex, IG6",51.6068533,0.1045397,475000.0,IG6 3EP,IG6 3,18.0,48900.0
"Cumberland Close, Barkingside",51.5899246,0.0838742,600000.0,IG6 1NY,IG6 1,17.0,75400.0
"Clayhall Avenue, Ilford, IG5",51.591595,0.0622079,1000000.0,IG5 0LE,IG5 0,15.0,53600.0
"Lorne Gardens, Wanstead",51.5827787,0.0354188,280000.0,E11 2DB,E11 2,16.0,50400.0
"Blythswood Road, Seven Kings. Ilford, IG3",51.5687056,0.1067104,700000.0,IG3 8UP,IG3 8,18.0,60000.0
"Brandesbury Square, Repton Park, Chigwell, Essex, IG8",51.6027321,0.0661395,230000.0,IG8 8QB,IG8 8,18.0,53600.0
"Endsleigh Gardens, Ilford",51.5650162,0.0597845,330000.0,IG1 3EQ,IG1 3,13.0,51800.0
"Blackthorn Road, Ilford",51.5487458,0.0865895,150000.0,IG1 2LF,IG1 2,17.0,80600.0
"Ashburton Avenue, Ilford",51.5515694,0.1002043,415000.0,IG3 9ET,IG3 9,21.0,80600.0
"Fullwell Avenue, Ilford, IG5",51.5966083,0.0699457,280500.0,IG5 0FA,IG5 0,10.0,53600.0
"Rushden Gardens, Clayhall",51.588721,0.0675851,425000.0,IG5 0BW,IG5 0,15.0,67000.0
"Sandhurst Drive, Ilford",51.5510291,0.10325,224500.0,IG3 9DD,IG3 9,13.0,80600.0
"Malvern Drive, Ilford, IG3",51.5502044,0.0997727,340000.0,IG3 9EP,IG3 9,18.0,80600.0
"Ilford, Ilford, IG1",51.5623078,0.0764353,225000.0,IG1 4EX,IG1 4,18.0,58500.0
"Felbrigge Road, Ilford, Essex",51.5632878,0.1030693,525000.0,IG3 8DN,IG3 8,22.0,60000.0
"Savill Row, Woodford Green, IG8",51.6091357,0.0200059,850000.0,IG8 0UH,IG8 0,13.0,57000.0
"Emmott Avenue, Ilford, IG6",51.5791321,0.0810137,575000.0,IG6 1AJ,IG6 1,17.0,54500.0
"Cambridge Road, Ilford, Essex",51.567641,0.097876,750000.0,IG3 8LY,IG3 8,20.0,60000.0
"Empress Avenue, Aldersbrook",51.5620058,0.0419657,600000.0,E12 5SA,E12 5,17.0,40300.0
"Sackville Gardens, ILFORD, IG1",51.5665826,0.0576815,225000.0,IG1 3LJ,IG1 3,13.0,57700.0
"Courtland Avenue, ILFORD, IG1",51.5635632,0.060729,500000.0,IG1 3DN,IG1 3,13.0,51800.0
"Fullwell Avenue, Clayhall, IG5 0XA - CHAIN FREE",51.5966083,0.0699457,237000.0,IG5 0FA,IG5 0,18.0,53600.0
"Forsythia Close, Ilford, IG1",51.5467878,0.071764,600000.0,IG1 2BH,IG1 2,27.0,71500.0
"Freshwell Avenue, Chadwell Heath, RM6",51.5811375,0.122524,625000.0,RM6 5DS,RM6 5,14.0,55100.0
"Elmbridge Road, Ilford",51.6055323,0.1133858,550000.0,IG6 3SN,IG6 3,14.0,48900.0
"Courtland Avenue, Ilford",51.5635632,0.060729,200000.0,IG1 3DN,IG1 3,25.0,51800.0
"Brocket Way, Chigwell, Essex, IG7",51.6129451,0.1075498,475000.0,IG7 4LW,IG7 4,13.0,48900.0
"Blackbush Avenue, Romford, London, RM6",51.5760613,0.1286596,800000.0,RM6 5TU,RM6 5,13.0,55100.0
"Beaminster Gardens, Ilford",51.5901625,0.0728136,534000.0,IG6 2BW,IG6 2,13.0,67000.0
"Bramley Crescent, Ilford",51.5748298,0.0673802,280000.0,IG2 6DA,IG2 6,22.0,67000.0
"Monarch Way, Ilford, IG2",51.5757593,0.08866,340000.0,IG2 7NY,IG2 7,23.0,54500.0
"Wanstead Park Road, Ilford, IG1",51.566333,0.0547965,800000.0,IG1 3LF,IG1 3,18.0,49400.0
"Somerville Road, Chadwell Heath, Romford, RM6",51.5783241,0.1258774,315000.0,RM6 5AX,RM6 5,16.0,55100.0
"Queen Mary Avenue, London, E18",51.596723,0.0239257,490000.0,E18 2FR,E18 2,18.0,57000.0
"Braintree Avenue, Ilford, IG4",51.582267,0.049431,650000.0,IG4 5PY,IG4 5,18.0,49400.0
"Broad Street, Teddington, Middlesex",51.4260214,-0.3374706,625000.0,TW11 8QZ,TW11 8,20.0,62000.0
"Cheyne Avenue, Twickenham, TW2",51.4460654,-0.3760109,240000.0,TW2 6AN,TW2 6,14.0,48900.0
"Fairfax Road, Teddington",51.4205122,-0.323601,390000.0,TW11 9BS,TW11 9,18.0,54600.0
"Sheen Road, Richmond, TW9",51.4621611,-0.2924937,290000.0,TW9 1XH,TW9 1,17.0,51900.0
"Bucklands Road, Teddington",51.4252468,-0.3136178,285000.0,TW11 9QS,TW11 9,13.0,47500.0
"Waverley Avenue, Twickenham, TW2",51.4470833,-0.3749734,295000.0,TW2 6DN,TW2 6,17.0,48900.0
"The Broadway, Barnes, London, ., SW13 0NY",51.4704601,-0.2555803,625000.0,SW13 0PX,SW13 0,16.0,48000.0
"Martineau Drive, Twickenham",51.4626762,-0.320212,600000.0,TW1 1PZ,TW1 1,27.0,52600.0
"Elmfield Avenue, Teddington",51.429357,-0.3330871,850000.0,TW11 1DX,TW11 1,15.0,62000.0
"Crown Road, Twickenham, TW1",51.453283,-0.3187545,300000.0,TW1 3EJ,TW1 3,16.0,48400.0
"HAM, RICHMOND",51.4299232,-0.2984002,500000.0,TW10 5JA,TW10 5,22.0,55700.0
"Fairfax Road, Teddington, TW11",51.4205122,-0.323601,450000.0,TW11 9BS,TW11 9,18.0,54600.0
"London Road, Twickenham",51.4522469,-0.3302184,700000.0,TW1 1EF,TW1 1,15.0,54000.0
"21 Manor Grove, Richmond, TW9 4QQ",51.4655283,-0.2877019,450000.0,TW9 4QQ,TW9 4,13.0,51900.0
"Munster Road, Teddington, TW11",51.4231094,-0.316759,280000.0,TW11 9LR,TW11 9,18.0,47500.0
"Kings Road, Richmond, TW10",51.4591672,-0.2934392,360000.0,TW10 6ES,TW10 6,15.0,51900.0
"Napoleon Road, St Margarets Village",51.4530194,-0.3186834,759250.0,TW1 3EJ,TW1 3,15.0,48400.0
"Marble Hill Close, Twickenham, Middx, TW1",51.4518833,-0.3204491,475000.0,TW1 3AY,TW1 3,17.0,48400.0
"Hampton Road, Teddington",51.4274767,-0.3469915,445000.0,TW11 0JW,TW11 0,27.0,43600.0
"Wordsworth Road, Hampton",51.4336532,-0.3780798,500000.0,TW12 1ES,TW12 1,27.0,49900.0
"Phelps House, St Margarets Road, St Margarets, Twickenham, TW1",51.4558917,-0.3210199,469950.0,TW1 1RG,TW1 1,28.0,52600.0
"Marina Way, Teddington, TW11",51.420915,-0.3097102,625000.0,TW11 9PL,TW11 9,15.0,47500.0
"Somerset Road, Teddington",51.4294119,-0.3406338,215000.0,TW11 8GU,TW11 8,13.0,62000.0
"Nightingale Road, Hampton",51.4250476,-0.371067,370000.0,TW12 3HU,TW12 3,21.0,49900.0
Kings Road,51.4922703,-0.1582417,695000.0,SW1W 8AQ,SW1W 8,18.0,51600.0
"Marble Hill Close, Twickenham, TW1",51.4518833,-0.3204491,270000.0,TW1 3AY,TW1 3,14.0,48400.0
"Lincoln Avenue, Twickenham, TW2",51.4444711,-0.356076,450000.0,TW2 6NP,TW2 6,17.0,43400.0
"Hawthorn Court, 19 Warwick Drive, SW15",51.4655388,-0.2363769,450000.0,SW15 6LF,SW15 6,23.0,49800.0
"Upper Richmond Road West, East Sheen, SW14",51.4647828,-0.2662774,1175000.0,SW14 8AG,SW14 8,13.0,46300.0
"Holmesdale Road, Teddington",51.4220869,-0.3155594,500000.0,TW11 9PQ,TW11 9,14.0,47500.0
"Carisbrooke House, Courtlands, TW10",51.4607502,-0.2862396,525000.0,TW10 5AZ,TW10 5,18.0,51900.0
"Chestnut Road, Twickenham",51.4435228,-0.3458742,275000.0,TW2 5QZ,TW2 5,18.0,48100.0
"Castelnau, Barnes, London, SW13",51.4817918,-0.236471,315000.0,SW13 9EU,SW13 9,13.0,39600.0
"Birnam House, 20 Cambridge Park, TW1",51.45283190000001,-0.3107364,475000.0,TW1 2JD,TW1 2,18.0,48400.0
"Sheen Road, Richmond",51.4621611,-0.2924937,131250.0,TW9 1XH,TW9 1,15.0,51900.0
"Richmond Road, East Twickenham, Middx, TW1",51.4555533,-0.3103027,585000.0,TW1 2DX,TW1 2,16.0,52600.0
"Lion Road, Twickenham",51.4458589,-0.3378115,265000.0,TW1 4JQ,TW1 4,14.0,54000.0
"PETERSHAM, RICHMOND",51.4443468,-0.302636,675000.0,TW10 7AH,TW10 7,15.0,55700.0
"Thornton Road, East Sheen, SW14",51.4653006,-0.2641281,251000.0,SW14 8NS,SW14 8,14.0,46300.0
"Upper Richmond Road West, East Sheen, SW14",51.4647828,-0.2662774,380000.0,SW14 8AG,SW14 8,23.0,46300.0
"Warwick Road, Hampton Wick, KT1",51.4162146,-0.3139569,360000.0,KT1 4BA,KT1 4,21.0,54600.0
OFF HAM COMMON,51.4351502,-0.3072839,475000.0,TW10 7JG,TW10 7,10.0,47500.0
"21A Marlborough Road, Richmond, Richmond upon Thames, TW10 6JT",51.4549856,-0.2948597,550000.0,TW10 6JT,TW10 6,21.0,51900.0
"Fulwood Gardens, Twickenham",51.4544267,-0.330733,800000.0,TW1 1EJ,TW1 1,14.0,54000.0
"Heath Road, Twickenham",51.4453364,-0.3350423,500000.0,TW1 4BW,TW1 4,15.0,54000.0
"Oak Avenue, Hampton",51.4260367,-0.3835021,600000.0,TW12 3XU,TW12 3,23.0,49900.0
"Blake Mews, Kew, TW9",51.4766123,-0.2855494,1500000.0,TW9 3GA,TW9 3,15.0,51900.0
"Dee Road, Richmond",51.4649644,-0.2917285,1100000.0,TW9 2JN,TW9 2,13.0,51900.0
"School Road Avenue, Hampton Hill",51.4254662,-0.3608877,550000.0,TW12 1QJ,TW12 1,16.0,43600.0
"Chandler Close, Hampton",51.4160569,-0.3762494,355000.0,TW12 2JF,TW12 2,18.0,49900.0
"Petersham Road, Richmond, TW10",51.4462841,-0.3019054,234500.0,TW10 7AA,TW10 7,54.0,55700.0
"Courtlands, Richmond",51.4617079,-0.2863372,475000.0,TW10 5AP,TW10 5,18.0,51900.0
"Burlington Avenue, Kew",51.4782221,-0.28364,275000.0,TW9 4DG,TW9 4,13.0,51900.0
"Burcham Close, Hampton",51.4178955,-0.3740237,550000.0,TW12 2JW,TW12 2,14.0,49900.0
"Cambridge Road, Teddington, TW11",51.4304131,-0.3304773,275000.0,TW11 8DF,TW11 8,18.0,62000.0
"Halford Road, Richmond, TW10",51.4592036,-0.3020778,725000.0,TW10 6AP,TW10 6,18.0,52600.0
"Curtis Road, Whitton",51.4496025,-0.3819616,380000.0,TW4 5PT,TW4 5,13.0,48900.0
"Beard Road, Kingston Upon Thames",51.4274075,-0.2943527,1000000.0,KT2 5PG,KT2 5,17.0,55700.0
"Bloxham Crescent, Hampton, TW12",51.4170043,-0.3760546,2500000.0,TW12 2QF,TW12 2,13.0,49900.0
"Burlington Avenue, Kew, Surrey, TW9",51.4782221,-0.28364,150000.0,TW9 4DG,TW9 4,21.0,51900.0
"Sandycombe Road, Kew, Surrey, TW9",51.4730502,-0.2866768,450000.0,TW9 2EW,TW9 2,18.0,51900.0
"Gothic Road, Twickenham",51.4423848,-0.3495207,200000.0,TW2 5BD,TW2 5,21.0,48100.0
"St. Margarets Grove, St Margarets",51.4562377,-0.3247769,750000.0,TW1 1JF,TW1 1,20.0,48400.0
"High Street, Teddington, Middlesex, TW11",51.4272399,-0.3303103,350000.0,TW11 8HG,TW11 8,14.0,62000.0
"Cross Deep, Twickenham",51.4424432,-0.3313126,265000.0,TW1 4QG,TW1 4,15.0,48100.0
"Albion Road, Twickenham",51.445191,-0.3417332,525000.0,TW2 6QJ,TW2 6,13.0,48100.0
"Beaver Close, Hampton",51.4145431,-0.3643087,325000.0,TW12 2BZ,TW12 2,22.0,52100.0
"Richmond Hill, Richmond, Surrey, TW10",51.4539315,-0.2997198,400000.0,TW10 6RA,TW10 6,18.0,52600.0
"Amyand Park Road, Twickenham",51.4522919,-0.3241059,220000.0,TW1 3BF,TW1 3,21.0,48400.0
"Acqua House, 41 Melliss Avenue, Kew, Surrey, TW9",51.47978190000001,-0.2772931,780000.0,TW9 4BY,TW9 4,27.0,51900.0
"Claremont Road, St Margarets, TW1",51.4533313,-0.3167276,780000.0,TW1 2QX,TW1 2,17.0,48400.0
"Waterside, Isleworth, TW7",51.4777456,-0.3350238,425000.0,TW7 5EB,TW7 5,18.0,62600.0
"Winchendon Road, Teddington, TW11",51.4329585,-0.3484815,450000.0,TW11 8UF,TW11 8,15.0,43600.0
"Victoria Avenue, West Molesey, KT8",51.4087032,-0.3688946,450000.0,KT8 1TL,KT8 1,21.0,52100.0
"Palewell Park, East Sheen, SW14",51.4629522,-0.2637603,285000.0,SW14 8AT,SW14 8,28.0,46300.0
"The Terrace, Barnes, SW13",51.4720494,-0.2535129,650000.0,SW13 0NS,SW13 0,25.0,48000.0
"Bakehouse Mews, Hampton",51.4184536,-0.3714549,650000.0,TW12 2NL,TW12 2,16.0,49900.0
"St. Margarets Road, St Margarets",51.4561195,-0.3209896,650000.0,TW1 1RG,TW1 1,25.0,52600.0
"Kingston Road, Teddington",51.4232738,-0.3208951,730000.0,TW11 9JP,TW11 9,16.0,54600.0
"Rocks Lane, Barnes, SW13",51.4702208,-0.2374268,625000.0,SW13 0DA,SW13 0,23.0,49800.0
"Queens Ride, Barnes, SW13",51.4666305,-0.236448,445000.0,SW13 0HZ,SW13 0,13.0,49800.0
"Bonser Road, Strawberry Hill",51.4404201,-0.3355336,270000.0,TW1 4RQ,TW1 4,13.0,48100.0
"Waterside, Isleworth, TW7",51.4777456,-0.3350238,1750000.0,TW7 5EB,TW7 5,20.0,62600.0
"Natalie Mews, Twickenham",51.4362856,-0.3527666,830000.0,TW2 5PG,TW2 5,15.0,43600.0
"Runnymede House, Courtlands, TW10",51.4606775,-0.2870883,410000.0,TW10 5AY,TW10 5,22.0,51900.0
"Peveril Drive, Teddington",51.42857,-0.3475048,1400000.0,TW11 0PN,TW11 0,18.0,43600.0
"Heath Road, Twickenham",51.4453364,-0.3350423,575000.0,TW1 4BW,TW1 4,27.0,54000.0
"Richmond Hill, TW10",51.4539315,-0.2997198,600000.0,TW10 6RA,TW10 6,18.0,52600.0
"Onslow Road, London, TW10",51.4568571,-0.2986089,500000.0,TW10 6QH,TW10 6,14.0,51900.0
"Sheen Park, Richmond, Surrey, TW9",51.4633797,-0.2945674,325000.0,TW9 1UP,TW9 1,21.0,51900.0
"Heath Road, Twickenham, TW1",51.4453644,-0.3354699,100000.0,TW1 4BW,TW1 4,14.0,54000.0
"Belgrade Road, Hampton",51.4142858,-0.3676251,350000.0,TW12 2BB,TW12 2,17.0,49900.0
"Earls House, 10 Strand Drive, TW9",51.4794468,-0.2788859,375000.0,TW9 4FF,TW9 4,14.0,51900.0
"Lonsdale Road, Barnes, London, SW13",51.4807913,-0.2473409,285000.0,SW13 9QN,SW13 9,13.0,39600.0
"Branstone Road, Kew, Richmond, Surrey, TW9",51.4758855,-0.2901365,1345000.0,TW9 3LB,TW9 3,15.0,51900.0
"Cambridge Crescent, Teddington",51.4295831,-0.330357,750000.0,TW11 8DY,TW11 8,23.0,62000.0
"Westfields Avenue, Barnes, SW13",51.4691534,-0.2521233,400000.0,SW13 0AT,SW13 0,18.0,48000.0
"Gilpin Crescent, Twickenham, TW2",51.4533099,-0.365722,350000.0,TW2 7BP,TW2 7,20.0,43400.0
"Denton Road, Twickenham",51.4538707,-0.3066777,315000.0,TW1 2HQ,TW1 2,15.0,52600.0
"Amyand Park Road, St Margarets",51.4535181,-0.3222922,318000.0,TW1 2LH,TW1 2,13.0,48400.0
"Lyndhurst Avenue, Twickenham, TW2",51.4459659,-0.374409,315000.0,TW2 6BU,TW2 6,18.0,48900.0
"Waldegrave Road, Teddington",51.4307771,-0.3372822,525000.0,TW11 8NB,TW11 8,15.0,62000.0
"Riverview Gardens, Twickenham, TW1",51.4398943,-0.3336665,240000.0,TW1 4RT,TW1 4,25.0,48100.0
"Broad Street, Teddington, Middlesex",51.4260214,-0.3374706,875000.0,TW11 8QZ,TW11 8,13.0,62000.0
"Lichfield Court, Sheen Road, Richmond, TW9",51.4612156,-0.3014958,460000.0,TW9 1AS,TW9 1,14.0,52600.0
"Murray Road, Richmond, TW10",51.4407325,-0.3168543,500000.0,TW10 7QF,TW10 7,26.0,48400.0
"White Hart Lane, Barnes, SW13",51.4682639,-0.2543934,600000.0,SW13 0AT,SW13 0,13.0,48000.0
"Udney Park Road, Teddington, Middlesex, TW11",51.4250994,-0.3280957,875000.0,TW11 9BB,TW11 9,17.0,62000.0
"St. James's Avenue, Hampton Hill",51.4283206,-0.3600688,18000.0,TW12 1HL,TW12 1,25.0,43600.0
"Lower Mortlake Road, Richmond",51.4661009,-0.2935669,875000.0,TW9 2LP,TW9 2,23.0,51900.0
"Burlington Avenue, Kew, Surrey, TW9",51.4782221,-0.28364,950000.0,TW9 4DG,TW9 4,27.0,51900.0
"Rosslyn Road, East Twickenham",51.4551327,-0.3122024,1650000.0,TW1 2AR,TW1 2,13.0,52600.0
"Evelyn Road, Richmond",51.466645,-0.2988731,150000.0,TW9 2TF,TW9 2,13.0,61700.0
"Cleves Way, Hampton",51.4189386,-0.377317,285000.0,TW12 2PL,TW12 2,15.0,49900.0
"Twickenham Road, Teddington, TW11",51.4310328,-0.327071,540000.0,TW11 8AJ,TW11 8,18.0,62000.0
"St. Hildas Road, Barnes",51.4867178,-0.2348392,340000.0,SW13 9JQ,SW13 9,17.0,39600.0
"Bucklands Road, Teddington, TW11",51.4252468,-0.3136178,355000.0,TW11 9QS,TW11 9,13.0,47500.0
"Derwent Road, Twickenham",51.4558942,-0.3617071,800000.0,TW2 7HQ,TW2 7,26.0,43400.0
"Princes Road, Teddington",51.4311642,-0.3489531,450000.0,TW11 0RL,TW11 0,18.0,43600.0
"Hamble Court, Broom Park,Teddington",51.4183722,-0.3089953,575000.0,TW11 9RN,TW11 9,13.0,44700.0
"The Quadrant, Richmond, TW9",51.4623093,-0.302804,480000.0,TW9 1DH,TW9 1,15.0,52600.0
"High Street, Hampton Hill",51.4257397,-0.3569582,600000.0,TW12 1NH,TW12 1,23.0,43600.0
"Lower Teddington Road, Kingston Upon Thames",51.4156219,-0.3097905,350000.0,KT1 4EU,KT1 4,13.0,44700.0
"Heath Road, Twickenham",51.4453364,-0.3350423,600000.0,TW1 4BW,TW1 4,25.0,54000.0
"Longs Court, Crown Terrace, Richmond, TW9",51.4655283,-0.2918548,650000.0,TW9 2JS,TW9 2,18.0,51900.0
"Wellington Road, Hampton Hill",51.4327116,-0.3521692,630000.0,TW11 0RQ,TW11 0,16.0,43600.0
"Windsor Road, Teddington",51.4300404,-0.348082,630000.0,TW11 0SF,TW11 0,15.0,43600.0
"Byfeld Gardens, Barnes Village, SW13",51.4758613,-0.2406214,799995.0,SW13 9HP,SW13 9,15.0,39600.0
"Whitton Road, Twickenham",51.4539125,-0.3371007,375000.0,TW2 7QT,TW2 7,16.0,54000.0
"Whitton Road, Twickenham",51.4539125,-0.3371007,500000.0,TW2 7QT,TW2 7,13.0,54000.0
"St Stephens Road, Hounslow, TW3",51.4603039,-0.3671787,255000.0,TW3 2BG,TW3 2,15.0,46200.0
"229 St. Margarets Road, Twickenham, TW1 1LU",51.4587581,-0.3231245,750000.0,TW1 1NA,TW1 1,18.0,52600.0
"Arlington Road, Teddington, TW11",51.4321505,-0.3372226,550000.0,TW11 8NJ,TW11 8,27.0,62000.0
"Shaftesbury Way, Twickenham",51.4384652,-0.3475499,535000.0,TW2 5RP,TW2 5,18.0,62000.0
"Lower Mortlake Road, Richmond",51.4661009,-0.2935669,300000.0,TW9 2LP,TW9 2,15.0,51900.0
"Ravensbourne Road, Twickenham",51.4568758,-0.3152925,92750.0,TW1 2DG,TW1 2,18.0,52600.0
"Priory Road, Hampton, TW12",51.4183845,-0.3762861,275000.0,TW12 2NT,TW12 2,15.0,49900.0
"Bishops Close, Richmond",51.4367342,-0.3057681,675000.0,TW10 7DF,TW10 7,13.0,47500.0
"Mallard Place, Twickenham, TW1.",51.4362666,-0.3302711,600000.0,TW1 4SW,TW1 4,17.0,48100.0
"Cambridge Park, East Twickenham",51.4542625,-0.3115461,215000.0,TW1 2JS,TW1 2,22.0,52600.0
"Marlborough Road, Richmond, Surrey, TW10",51.454872,-0.2950799,500000.0,TW10 6JT,TW10 6,15.0,51900.0
"Essex Court, Station Road, Barnes, SW13",51.47268589999999,-0.247241,230000.0,SW13 0LW,SW13 0,36.0,48000.0
"Mallard Place, Twickenham, TW1",51.4362666,-0.3302711,550000.0,TW1 4SW,TW1 4,20.0,48100.0
"Archway Street, Barnes, SW13",51.4696717,-0.252386,575000.0,SW13 0AS,SW13 0,20.0,48000.0
"Laurel Road, Hampton Hill, TW12",51.4282191,-0.3503711,550000.0,TW11 0JX,TW11 0,15.0,43600.0
"Udney Park Road, Teddington, TW11",51.4250994,-0.3280957,329995.0,TW11 9BB,TW11 9,20.0,62000.0
"184 Upper Richmond Road West, East Sheen, London, London, SW14 8AN",51.4651857,-0.2631452,450000.0,SW14 8AN,SW14 8,16.0,46300.0
"Vicarage Road, Hampton Wick, Kingston upon Thames",51.415156,-0.3153862,450000.0,KT1 4ED,KT1 4,18.0,54600.0
"Upper Richmond Road West, East Sheen",51.4647828,-0.2662774,250000.0,SW14 8AG,SW14 8,22.0,46300.0
"PETERSHAM, RICHMOND",51.4443468,-0.302636,329995.0,TW10 7AH,TW10 7,38.0,55700.0
"Chestnut Road, Twickenham",51.4435228,-0.3458742,2200000.0,TW2 5QZ,TW2 5,36.0,48100.0
"HAM, RICHMOND",51.4299232,-0.2984002,355000.0,TW10 5JA,TW10 5,43.0,55700.0
"Staines Road, Twickenham, TW2",51.4398646,-0.3580896,200000.0,TW2 5AS,TW2 5,14.0,43400.0
"Sheen Lane, Mortlake, SW14",51.4675189,-0.2666212,775000.0,SW14 8AB,SW14 8,25.0,46300.0
"School Lane, Hampton Wick, KT1",51.4135805,-0.3128893,675000.0,KT1 4DF,KT1 4,16.0,54600.0
"Petersham Road, Richmond",51.4462841,-0.3019054,550000.0,TW10 7AA,TW10 7,25.0,55700.0
"St. Margarets Grove, St. Margarets Village",51.4562377,-0.3247769,780000.0,TW1 1JF,TW1 1,15.0,48400.0
"Stoneydeep, Twickenham Road, Teddington, TW11",51.4310328,-0.327071,392500.0,TW11 8AJ,TW11 8,11.0,62000.0
"Blagdon Walk, Teddington",51.4231846,-0.3156434,500000.0,TW11 9LN,TW11 9,17.0,47500.0
"Catherine Drive, Richmond",51.4638449,-0.2983676,500000.0,TW9 2BX,TW9 2,18.0,61700.0
"Hanworth Road, Hounslow",51.4606307,-0.3688758,925000.0,TW3 3SF,TW3 3,13.0,52600.0
"Charles Street, London, SW13",51.4702093,-0.2539148,2500000.0,SW13 0NZ,SW13 0,15.0,48000.0
"Strathmore Road, Teddington",51.432723,-0.3440562,600000.0,TW11 8UH,TW11 8,37.0,43600.0
"Hertford Avenue, Mortlake, SW14",51.4624541,-0.257319,950000.0,SW14 8RG,SW14 8,14.0,48000.0
"Beaumont Avenue, Richmond, Surrey, TW9",51.4666098,-0.2945542,900000.0,TW9 2HE,TW9 2,14.0,51900.0
"Kew Road, Kew",51.4776353,-0.2906127,335000.0,TW9 2AA,TW9 2,27.0,61700.0
"Twickenham Road, Teddington",51.4310328,-0.327071,625000.0,TW11 8AJ,TW11 8,22.0,62000.0
"Lowther Road, London, SW13",51.4776786,-0.2459273,380000.0,SW13 9LY,SW13 9,22.0,39600.0
"Hatherley Road, Kew, Surrey, TW9",51.475156,-0.2917515,450000.0,TW9 3LQ,TW9 3,18.0,61700.0
"Popes Avenue, Twickenham, TW2",51.4409941,-0.3404559,775000.0,TW2 5TD,TW2 5,25.0,48100.0
"St. James's Road, Hampton Hill",51.4296266,-0.3624688,950000.0,TW12 1DH,TW12 1,23.0,49900.0
"Hampton Court Road, East Molesey",51.4064505,-0.3347642,620000.0,KT8 9BZ,KT8 9,23.0,52100.0
"Darell Road, Kew",51.4687315,-0.2850051,1100000.0,TW9 4LG,TW9 4,18.0,51900.0
"Mortlake High Street, Mortlake, London, SW14",51.4698358,-0.260409,1200000.0,SW14 8HQ,SW14 8,15.0,46300.0
"Ivybridge Close, Twickenham, TW1",51.4529851,-0.3302497,425000.0,TW1 1EA,TW1 1,22.0,54000.0
"Edge Apartments, 51 Strawberry Vale, Twickenham, Middlesex, TW1",51.436895,-0.3304798,625000.0,TW1 4SW,TW1 4,14.0,48100.0
"Cheltenham Avenue, Twickenham, TW1",51.4499852,-0.3286194,325000.0,TW1 3HD,TW1 3,14.0,54000.0
"Treen Avenue, Barnes, SW13",51.4667197,-0.2516243,600000.0,SW13 0JT,SW13 0,10.0,48000.0
"Shaftesbury Way, Twickenham",51.4384652,-0.3475499,550000.0,TW2 5RP,TW2 5,13.0,62000.0
"Rosecroft Gardens, Twickenham",51.4486271,-0.3482744,545000.0,TW2 7PZ,TW2 7,16.0,48100.0
"Station Road, Hampton",51.4151923,-0.3675394,255000.0,TW12 2AX,TW12 2,43.0,49900.0
"Bardolph Road, Richmond",51.466136,-0.2901781,580000.0,TW9 2AE,TW9 2,13.0,51900.0
"Blagrove Road, Teddington",51.4172216,-0.3193284,375000.0,TW11 0EE,TW11 0,14.0,54600.0
"Churchview Road, Twickenham",51.444281,-0.3511302,525000.0,TW2 5GF,TW2 5,18.0,48100.0
"St. Stephens Road, Hounslow",51.4603039,-0.3671787,300000.0,TW3 2BG,TW3 2,15.0,46200.0
"Bryanston Avenue, Twickenham",51.4487938,-0.3618205,875000.0,TW2 6JU,TW2 6,20.0,43400.0
"Kingston Road, Teddington",51.4232738,-0.3208951,600000.0,TW11 9JP,TW11 9,13.0,54600.0
"Derby Road, East Sheen, SW14",51.462992,-0.2769732,900000.0,SW14 7DP,SW14 7,15.0,51900.0
"Kingston Road, Teddington, TW11",51.4232738,-0.3208951,300000.0,TW11 9JP,TW11 9,16.0,54600.0
"Petersham Road, Richmond, TW10",51.4462841,-0.3019054,270000.0,TW10 7AA,TW10 7,15.0,55700.0
"Mallard Place, Twickenham",51.4362666,-0.3302711,700000.0,TW1 4SW,TW1 4,20.0,48100.0
